rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/approx_kl,train/loss,train/value_loss,train/learning_rate
163.06,44,-85.46799999999999,26624,13,598,0.065380859375,-0.008251653076149524,0.5000348091125488,120,-1.354447765648365,0.2,0.007934805,4.670090675354004,22.37035403251648,0.0003
162.27,47,-85.03550000000001,28672,14,598,0.033251953125,-0.007808053126791492,0.5950652360916138,130,-1.348775477707386,0.2,0.006263303,8.943660736083984,32.29390368461609,0.0003
157.54,51,-80.554,30720,15,598,0.100927734375,-0.011124793835915626,0.5942345857620239,140,-1.345692928135395,0.2,0.007207021,13.550212860107422,37.10120017528534,0.0003
150.41,54,-73.9275,32768,16,596,0.069677734375,-0.009152655935031362,0.45179420709609985,150,-1.3485938757658005,0.2,0.01007328,4.361610412597656,21.501128053665163,0.0003
153.06,58,-76.39100000000002,34816,17,594,0.021533203125,-0.0034215923777082937,0.485012948513031,160,-1.3344069793820381,0.2,0.006417625,21.63565444946289,45.67797679901123,0.0003
153.41,62,-76.7415,36864,18,593,0.0884765625,-0.00812377865659073,0.5552729368209839,170,-1.3394356042146682,0.2,0.011569323,3.224428415298462,18.710609513521195,0.0003
150.45,65,-74.9315,38912,19,593,0.12001953125,-0.009681182622443885,0.3723241686820984,180,-1.3391021564602852,0.2,0.011882983,6.684357643127441,25.534234750270844,0.0003
152.1,69,-76.03699999999999,40960,20,592,0.120068359375,-0.012833858249359764,0.4371575117111206,190,-1.3298121780157088,0.2,0.012667126,6.8777899742126465,24.235403752326967,0.0003
148.58,72,-73.167,43008,21,591,0.0658203125,-0.00911910500144586,0.49689698219299316,200,-1.3234475061297417,0.2,0.009862941,5.972356796264648,21.82033101320267,0.0003
149.68,76,-73.735,45056,22,588,0.128271484375,-0.010431773640448228,0.5588976144790649,210,-1.3311088234186172,0.2,0.0102709625,6.903608322143555,25.780400371551515,0.0003
147.17,80,-72.26249999999999,47104,23,587,0.0638671875,-0.007253244478488341,0.38168764114379883,220,-1.326182124018669,0.2,0.007310219,10.966615676879883,29.96269394159317,0.0003
143.53,83,-69.25450000000001,49152,24,586,0.0625,-0.008076980541227385,0.3136364221572876,230,-1.305485726892948,0.2,0.008773467,9.534664154052734,32.02017968893051,0.0003
143.18,87,-70.152,51200,25,584,0.0974609375,-0.009865476554841735,0.38234370946884155,240,-1.2795254483819007,0.2,0.012392752,5.32747745513916,24.1450332403183,0.0003
143.08,90,-70.453,53248,26,585,0.150341796875,-0.012780828139511868,0.45934730768203735,250,-1.2721377462148666,0.2,0.01460199,4.014450550079346,19.96949514746666,0.0003
140.29,94,-69.1225,55296,27,585,0.1267578125,-0.013045754047925583,0.43111705780029297,260,-1.2769352912902832,0.2,0.014004778,5.553512096405029,23.424424183368682,0.0003
140.12,97,-69.846,57344,28,586,0.07060546875,-0.007218271432793699,0.4153286814689636,270,-1.2332614973187446,0.2,0.009847752,3.2760181427001953,22.44116152524948,0.0003
134.01,101,-65.46650000000001,59392,29,587,0.149609375,-0.011011678661452607,0.3695095181465149,280,-1.268128788471222,0.2,0.014923288,4.913475036621094,29.386030614376068,0.0003
133.75,104,-66.25750000000002,61440,30,588,0.104345703125,-0.008332795288879424,0.16814839839935303,290,-1.238030044734478,0.2,0.010088427,7.759957790374756,31.035313081741332,0.0003
133.4,107,-67.02600000000001,63488,31,589,0.1474609375,-0.009797599026933312,0.47944140434265137,300,-1.1917992249131202,0.2,0.012534525,9.32099437713623,30.117792665958405,0.0003
128.62,111,-62.36199999999999,65536,32,590,0.127734375,-0.010873229033313692,0.5581018924713135,310,-1.185169619321823,0.2,0.014775916,3.5046579837799072,20.431836938858034,0.0003
123.03,114,-56.96449999999999,67584,33,591,0.1400390625,-0.009736706205876544,0.14662671089172363,320,-1.1973021984100343,0.2,0.017266754,8.644485473632812,30.9598525762558,0.0003
119.8,117,-54.004,69632,34,591,0.119482421875,-0.005945858673658222,0.05450475215911865,330,-1.1801926240324974,0.2,0.012403251,8.357770919799805,28.307494854927064,0.0003
120.9,121,-55.352,71680,35,591,0.17236328125,-0.014319508921471425,0.1370328664779663,340,-1.2083374962210656,0.2,0.015938565,6.001122951507568,26.59240962266922,0.0003
123.47,124,-57.66449999999999,73728,36,591,0.120458984375,-0.0115698264882667,0.17104077339172363,350,-1.1381723180413246,0.2,0.013394409,6.029380798339844,25.215000438690186,0.0003
118.45,128,-52.295500000000004,75776,37,590,0.15927734375,-0.011152335500810295,0.31964677572250366,360,-1.1624814793467522,0.2,0.023775963,6.6428327560424805,27.83593895435333,0.0003
110.76,132,-44.47999999999999,77824,38,588,0.203515625,-0.011279583640862257,0.2835361361503601,370,-1.1392039149999618,0.2,0.02156965,8.240735054016113,30.334523713588716,0.0003
116.53,135,-50.5195,79872,39,587,0.194873046875,-0.01905434236396104,0.3258584141731262,380,-1.1154036551713944,0.2,0.021780008,6.396292686462402,25.960250675678253,0.0003
114.4,139,-49.43500000000001,81920,40,586,0.16123046875,-0.005836009857011959,0.29457467794418335,390,-1.0888123393058777,0.2,0.016886653,4.685215950012207,23.27815150618553,0.0003
108.86,143,-44.106000000000016,83968,41,585,0.179345703125,-0.0108883137058001,0.04339808225631714,400,-1.099570456147194,0.2,0.01950669,3.0997776985168457,22.53370334506035,0.0003
109.92,146,-45.776,86016,42,586,0.1951171875,-0.008577502900152467,0.3548737168312073,410,-1.0757280096411705,0.2,0.016218636,4.20126485824585,26.451487362384796,0.0003
109.35,149,-45.82849999999999,88064,43,587,0.19521484375,-0.014994013565592467,0.1714264154434204,420,-1.0941867411136628,0.2,0.018438859,5.644900321960449,24.206031835079195,0.0003
99.85,153,-36.78849999999999,90112,44,587,0.194091796875,-0.010784562124172226,0.09133440256118774,430,-1.0189107067883014,0.2,0.017740514,4.611947059631348,23.437009251117708,0.0003
97.54,157,-34.37500000000001,92160,45,586,0.19248046875,-0.011786053993273527,0.1765075922012329,440,-1.009499829262495,0.2,0.021920355,9.2076997756958,33.788845133781436,0.0003
98.88,160,-36.332,94208,46,586,0.175244140625,-0.01279514807392843,0.3275681734085083,450,-1.0050199665129185,0.2,0.018483786,7.7588067054748535,28.725721621513365,0.0003
100.4,164,-37.668,96256,47,585,0.208056640625,-0.013193412972032092,0.44815123081207275,460,-1.0646979928016662,0.2,0.025735825,5.4479193687438965,24.372550749778746,0.0003
101.25,168,-38.085499999999996,98304,48,584,0.22490234375,-0.01375336903729476,0.33260083198547363,470,-1.0734003856778145,0.2,0.025835428,6.905480861663818,29.629526352882387,0.0003
107.56,171,-44.20000000000001,100352,49,583,0.233544921875,-0.010766917688306421,0.44767338037490845,480,-1.075494158267975,0.2,0.028087188,3.089738368988037,22.118568968772887,0.0003
106.57,175,-43.83550000000001,102400,50,583,0.238720703125,-0.011638247407972813,-0.007937908172607422,490,-0.9851411268115043,0.2,0.028389968,7.672460556030273,32.3496212720871,0.0003
108.18,179,-45.349999999999994,104448,51,582,0.190380859375,-0.012374544166959822,0.2214941382408142,500,-1.0333601661026477,0.2,0.028517341,6.024723529815674,28.419799798727034,0.0003
106.03,182,-43.526500000000006,106496,52,581,0.2130859375,-0.01487417587195523,0.17851930856704712,510,-0.9941390365362167,0.2,0.021861859,7.482873439788818,29.453437316417695,0.0003
105.93,186,-43.509499999999996,108544,53,581,0.19619140625,-0.010429630242288112,-0.04068648815155029,520,-1.0373443253338337,0.2,0.024700835,5.038506984710693,26.341337084770203,0.0003
102.02,190,-39.55800000000001,110592,54,580,0.291357421875,-0.006518573861103505,-0.11262142658233643,530,-1.0642819076776504,0.2,0.025214994,4.407347679138184,23.724326658248902,0.0003
101.37,194,-39.0905,112640,55,580,0.217626953125,-0.012035579030634836,0.11197775602340698,540,-0.9756307825446129,0.2,0.018390708,6.0947723388671875,25.127344238758088,0.0003
